restriction_set,shock,variable,h,q16,q50,q84
baseline,real_yield,real_yield,24,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,25,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,26,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,27,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,28,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,29,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,30,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,31,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,32,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,33,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,34,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,35,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,36,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,37,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,38,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,39,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,40,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,41,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,42,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,43,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,44,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,45,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,46,0.012519659655088392,0.027158727159782448,0.04119880511570375
baseline,real_yield,real_yield,47,0.012519659655088392,0.027158727159782448,0.04119880511570375
